"year","mo","data.type","region","extent","area","date"
2014,4,"      Goddard","      S",8.34,6.41,2014-04-01
2014,5,"      Goddard","      S",11.52,9.03,2014-05-01
2014,6,"      Goddard","      S",14.69,12.06,2014-06-01
2014,7,"      Goddard","      S",17.11,13.95,2014-07-01
2014,8,"      Goddard","      S",18.91,15.1,2014-08-01
2014,9,"      Goddard","      S",19.76,15.75,2014-09-01
2014,10,"      Goddard","      S",19,14.83,2014-10-01
2014,11,"      Goddard","      S",16.39,12.26,2014-11-01
2014,12,"      Goddard","      S",11.93,8.21,2014-12-01
2015,1,"      Goddard","      S",6.85,4.34,2015-01-01
2015,2,"      Goddard","      S",3.8,2.54,2015-02-01
2015,3,"      Goddard","      S",4.96,3.45,2015-03-01
2015,4,"      Goddard","      S",8.37,6.37,2015-04-01
2015,5,"      Goddard","      S",11.72,9.21,2015-05-01
2015,6,"      Goddard","      S",14.47,11.48,2015-06-01
2015,7,"      Goddard","      S",16.78,13.45,2015-07-01
2015,8,"      Goddard","      S",17.75,14.02,2015-08-01
2015,9,"      Goddard","      S",18.44,14.45,2015-09-01
2015,10,"      Goddard","      S",18.41,14.36,2015-10-01
2015,11,"      Goddard","      S",16.18,11.9,2015-11-01
2015,12,"      Goddard","      S",10.66,7.09,2015-12-01
2016,1,"      Goddard","      S",4.69,3.03,2016-01-01
2016,2,"      Goddard","      S",2.79,1.86,2016-02-01
2016,3,"      Goddard","      S",4.07,2.77,2016-03-01
2016,4,"      Goddard","      S",7.22,5.38,2016-04-01
2016,5,"      Goddard","      S",10.1,7.91,2016-05-01
2016,6,"      Goddard","      S",13.24,10.61,2016-06-01
2016,7,"      Goddard","      S",16.02,12.55,2016-07-01
2016,8,"      Goddard","      S",17.89,13.98,2016-08-01
2016,9,"      Goddard","      S",18.15,13.86,2016-09-01
2016,10,"      Goddard","      S",17.46,12.94,2016-10-01
2016,11,"      Goddard","      S",14.22,9.84,2016-11-01
2016,12,"      Goddard","      S",8.28,5.51,2016-12-01
2017,1,"      Goddard","      S",3.78,2.56,2017-01-01
2017,2,"      Goddard","      S",2.29,1.64,2017-02-01
2017,3,"      Goddard","      S",2.7,1.83,2017-03-01
2017,4,"      Goddard","      S",5.44,3.93,2017-04-01
2017,5,"      Goddard","      S",9.01,6.83,2017-05-01
2017,6,"      Goddard","      S",12.41,9.8,2017-06-01
2017,7,"      Goddard","      S",15.3,12.28,2017-07-01
2017,8,"      Goddard","      S",17.22,13.62,2017-08-01
2017,9,"      Goddard","      S",17.91,13.92,2017-09-01
2017,10,"      Goddard","      S",17.78,13.45,2017-10-01
2017,11,"      Goddard","      S",15.11,10.91,2017-11-01
2017,12,"      Goddard","      S",9.48,6.23,2017-12-01
2018,1,"      Goddard","      S",4.21,2.69,2018-01-01
2018,2,"      Goddard","      S",2.33,1.63,2018-02-01
2018,3,"      Goddard","      S",3.54,2.31,2018-03-01
2018,4,"      Goddard","      S",6.03,4.15,2018-04-01
2018,5,"      Goddard","      S",9.32,7.15,2018-05-01
2018,6,"      Goddard","      S",12.89,10.23,2018-06-01
2018,7,"      Goddard","      S",15.7,12.49,2018-07-01
2018,8,"      Goddard","      S",17.42,14.01,2018-08-01
2018,9,"      Goddard","      S",17.96,14.2,2018-09-01
2018,10,"      Goddard","      S",17.73,13.99,2018-10-01
2018,11,"      Goddard","      S",15.1,10.75,2018-11-01
2018,12,"      Goddard","      S",9.19,5.59,2018-12-01
2019,1,"      Goddard","      S",3.87,2.66,2019-01-01
2019,2,"      Goddard","      S",2.65,1.81,2019-02-01
2019,3,"      Goddard","      S",3.17,2.1,2019-03-01
2019,4,"      Goddard","      S",5.72,4.18,2019-04-01
2019,5,"      Goddard","      S",8.85,6.84,2019-05-01
2019,6,"      Goddard","      S",12.25,9.75,2019-06-01
2019,7,"      Goddard","      S",15.3,12.33,2019-07-01
2019,8,"      Goddard","      S",17.48,13.99,2019-08-01
2019,9,"      Goddard","      S",18.33,14.6,2019-09-01
2019,10,"      Goddard","      S",17.94,13.9,2019-10-01
2019,11,"      Goddard","      S",14.99,11.19,2019-11-01
2019,12,"      Goddard","      S",9.41,6.59,2019-12-01
2020,1,"      NRTSI-G","      S",4.51,3.01,2020-01-01
2020,2,"      NRTSI-G","      S",2.87,1.79,2020-02-01
2020,3,"      NRTSI-G","      S",3.98,2.56,2020-03-01
2020,4,"      NRTSI-G","      S",6.64,4.78,2020-04-01
2020,5,"      NRTSI-G","      S",9.82,7.56,2020-05-01
2020,6,"      NRTSI-G","      S",13.22,10.55,2020-06-01
2020,7,"      NRTSI-G","      S",15.65,12.57,2020-07-01
2020,8,"      NRTSI-G","      S",17.7,14.41,2020-08-01
2020,9,"      NRTSI-G","      S",18.77,14.99,2020-09-01
2020,10,"      NRTSI-G","      S",18.4,14.48,2020-10-01
2020,11,"      NRTSI-G","      S",16.13,11.78,2020-11-01
